product_id,sku,name,collection,category,sub-category,seat_type,dimensions,short_description,is_active,available_online,quote_only,materials,sub-materials,finish_pool_assigned,finish_options,fabric_pool_assigned,fabric_options
5494.0,K-TOPS,Dekton Tops,Dekton,Tables,Table Tops,,,,True,False,True,Aluminum,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,
5490.0,P-TOPS,Fresco Porcelain Tops,Fresco Porcelain Tops,Tables,Table Tops,,,,True,False,True,Aluminum,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,
5498.0,91-OTS285ORT,Kensington Occasional Table,Kensington,Tables,Coffee & Side Tables,,,,True,True,True,Aluminum,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,
5495.0,MM-TOPS,Micro Mesh Tops,Micro Mesh,Tables,Table Tops,,,,True,False,True,Aluminum,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,
4936.0,MA-OT03,Modern Aluminum 03 Occasional Table Base,Modern Aluminum,Tables,Table Bases,,"H 18"" × W 25"" × D 25""","Sleek, minimal, and designed for contemporary outdoor living, our Modern Aluminum table bases provide a clean foundation for any table top. Crafted from durable, powder-coated aluminum, they are lightweight yet built to withstand the elements—resistant to rust, corrosion, and fading. Their streamlined design pairs effortlessly with porcelain, Dekton, or micro mesh tops and complements our Arc, Aris, Avana, and Studio collections, making them a versatile choice for both residential and commercial settings. Combining modern style with long-lasting performance, these bases are as practical as they are elegant. This base fits the following tops: - 36"" Square (Porcelain) - 42"" Round (Porcelain and Micro Mesh) - 42"" Square (Porcelain and Micro Mesh) - 54"" Round (Porcelain, Dekton, and Micro Mesh)",True,True,True,Aluminum,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,
4910.0,QD-3153OT,Quadra Occasional Table,Quadra,Tables,Coffee & Side Tables,,"H 18"" × W 52.5"" × D 30.5""","Clean-lined and architecturally modern, the Quadra Iron Tables bring refined structure to outdoor spaces. Defined by their squared iron frame and crisp geometry, Quadra tables offer a contemporary look that feels substantial yet uncluttered. Crafted from durable iron and built to withstand the elements, these tables deliver lasting strength and stability for everyday outdoor living. Available in a wide range of sizes--including side tables, occasional tables, counter height, console, and dining--Quadra tables provide versatile solutions for everything from intimate seating areas to large entertaining spaces. Their simple, modern profile pairs seamlessly with a variety of collections, making Quadra a timeless foundation for both residential and commercial environments.",True,True,True,Wrought Iron,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,
4940.0,6-OT03,San Cristobal 03 Occasional Table Base,San Cristobal,Tables,Table Bases,,"H 17.75"" × W 25"" × D 25""","Fits table tops: 36"" Square, 42"" Round, 42"" Square, 54"" Round",True,True,True,"Aluminum, Wrought Iron",,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,
4941.0,6-OT05,San Cristobal 05 Occasional Table Base,San Cristobal,Tables,Table Bases,,"H 17.75"" × W 43"" × D 20""","Designed to support a variety of table tops with strength and stability, these bases are built to last, with a durable finish that resists fading, blistering, and peeling. Backed by O.W. Lee’s 20-year structural warranty and 5-year finish guarantee, the San Cristóbal table bases combine timeless beauty with enduring performance.",True,True,True,"Aluminum, Wrought Iron",,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,
5493.0,V-TOPS,Valencia Porcelain Tops,Valencia Porcelain Tops,Tables,Table Tops,,,,True,False,True,Aluminum,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,
2087.0,34185-C,Arc Center Sectional,Arc,Deep Seating,Sectionals,,"H 40"" × W 39.25"" × D 38.25""","The O.W. Lee Arc Sectional offers flexible seating arrangements while maintaining the collection’s sculptural, yacht-inspired aesthetic. Modular components allow for customized layouts that enhance both comfort and visual flow. Left, Right, Center, and Corner pieces available so you can design your ideal sectional. Quality & Customization O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",True,True,True,Aluminum,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,"Abra Denim, Alvarez Indigo, Beckon Hemp, Beckon Shell, Belgian Linen Sand, Big Idea Indigo, Big Idea Steel, Capra Shadow, Chartres Cloud, Chartres Graphite, Chartres Truffle, Chinchilla Aluminum, Chinchilla White, Crete Stone, Envision Teak, Escher Greige, Esti Lagoon, Esti Marine, Esti Onyx, Falcon Sand, Falcon Spa, Falcon White, Flagship Stone, Harris Stone, Hayden Taupe, Juniper Mesa Indigo, Kindle Indigo, Kindle Silk, Kismet Moss, Lacework Stone, Ledger Heron, Ledger Indigo, Liberty Charcoal, Metz Dove, Mojave Twill Elk, Mojave Twill Turquoise, Muscle Beach Grey, Muscle Beach Tweed, Namibia Grey, Optimist Clay, Painterly View, Pashmina Flannel, Piazza Burlap, Piazza Cloud, Piazza Dove, Piazza Indigo, Piazza Mist, Piazza Vapor, Pique Ash, Pique Gravel, Pique Midnight, Posh Ash, Posh Graphite, Posh Oat, Posh Pebble, Posh Sapphire, Posh Shitake, Posh Snow, Precise Fawn, Precise Spring, Pyrenees White, Recess Smoke, Sahara Café, Sahara Denim, Santara Mist, Sterling Alpaca, Stitches Slate, Surpass Stone, Switch Ash, Switch Flax, Switch Silver, Tailored Smoke, Tailored Spa, Trax Burgundy, Trax Sequoia, Vacation Aqua, Vacation Blue, Vacation Mist, Veena Spa, Vista Dune, Vista Indigo, Zara Cinnamon, Zenith Sand"
2088.0,34185-CR,Arc Corner Sectional,Arc,Deep Seating,Sectionals,,"H 40"" × W 62.5"" × D 38.25""","The O.W. Lee Arc Sectional offers flexible seating arrangements while maintaining the collection’s sculptural, yacht-inspired aesthetic. Modular components allow for customized layouts that enhance both comfort and visual flow. Left, Right, Center, and Corner pieces available so you can design your ideal sectional. Quality & Customization O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",True,True,True,Aluminum,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,"Abra Denim, Alvarez Indigo, Beckon Hemp, Beckon Shell, Belgian Linen Sand, Big Idea Indigo, Big Idea Steel, Capra Shadow, Chartres Cloud, Chartres Graphite, Chartres Truffle, Chinchilla Aluminum, Chinchilla White, Crete Stone, Envision Teak, Escher Greige, Esti Lagoon, Esti Marine, Esti Onyx, Falcon Sand, Falcon Spa, Falcon White, Flagship Stone, Harris Stone, Hayden Taupe, Juniper Mesa Indigo, Kindle Indigo, Kindle Silk, Kismet Moss, Lacework Stone, Ledger Heron, Ledger Indigo, Liberty Charcoal, Metz Dove, Mojave Twill Elk, Mojave Twill Turquoise, Muscle Beach Grey, Muscle Beach Tweed, Namibia Grey, Optimist Clay, Painterly View, Pashmina Flannel, Piazza Burlap, Piazza Cloud, Piazza Dove, Piazza Indigo, Piazza Mist, Piazza Vapor, Pique Ash, Pique Gravel, Pique Midnight, Posh Ash, Posh Graphite, Posh Oat, Posh Pebble, Posh Sapphire, Posh Shitake, Posh Snow, Precise Fawn, Precise Spring, Pyrenees White, Recess Smoke, Sahara Café, Sahara Denim, Santara Mist, Sterling Alpaca, Stitches Slate, Surpass Stone, Switch Ash, Switch Flax, Switch Silver, Tailored Smoke, Tailored Spa, Trax Burgundy, Trax Sequoia, Vacation Aqua, Vacation Blue, Vacation Mist, Veena Spa, Vista Dune, Vista Indigo, Zara Cinnamon, Zenith Sand"
2089.0,34185-L,Arc Left Sectional,Arc,Deep Seating,Sectionals,,"H 40"" × W 39.25"" × D 38.25""","The O.W. Lee Arc Sectional offers flexible seating arrangements while maintaining the collection’s sculptural, yacht-inspired aesthetic. Modular components allow for customized layouts that enhance both comfort and visual flow. Left, Right, Center, and Corner pieces available so you can design your ideal sectional. Quality & Customization O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",True,True,True,Aluminum,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,"Abra Denim, Alvarez Indigo, Beckon Hemp, Beckon Shell, Belgian Linen Sand, Big Idea Indigo, Big Idea Steel, Capra Shadow, Chartres Cloud, Chartres Graphite, Chartres Truffle, Chinchilla Aluminum, Chinchilla White, Crete Stone, Envision Teak, Escher Greige, Esti Lagoon, Esti Marine, Esti Onyx, Falcon Sand, Falcon Spa, Falcon White, Flagship Stone, Harris Stone, Hayden Taupe, Juniper Mesa Indigo, Kindle Indigo, Kindle Silk, Kismet Moss, Lacework Stone, Ledger Heron, Ledger Indigo, Liberty Charcoal, Metz Dove, Mojave Twill Elk, Mojave Twill Turquoise, Muscle Beach Grey, Muscle Beach Tweed, Namibia Grey, Optimist Clay, Painterly View, Pashmina Flannel, Piazza Burlap, Piazza Cloud, Piazza Dove, Piazza Indigo, Piazza Mist, Piazza Vapor, Pique Ash, Pique Gravel, Pique Midnight, Posh Ash, Posh Graphite, Posh Oat, Posh Pebble, Posh Sapphire, Posh Shitake, Posh Snow, Precise Fawn, Precise Spring, Pyrenees White, Recess Smoke, Sahara Café, Sahara Denim, Santara Mist, Sterling Alpaca, Stitches Slate, Surpass Stone, Switch Ash, Switch Flax, Switch Silver, Tailored Smoke, Tailored Spa, Trax Burgundy, Trax Sequoia, Vacation Aqua, Vacation Blue, Vacation Mist, Veena Spa, Vista Dune, Vista Indigo, Zara Cinnamon, Zenith Sand"
2082.0,34184-CC,Arc Lounge Chair,Arc,Deep Seating,Lounge Chairs,,"H 34"" × W 32"" × D 38.25""","The O.W. Lee Arc Lounge Chair embodies relaxed sophistication through sculpted curves and a minimalist aesthetic. Designed for comfort and visual impact, this outdoor lounge chair offers a modern retreat for patios, terraces, and poolside spaces. O.W. Lee is renowned for its exceptional quality, supported by an industry-leading warranty. Our frames are covered by a 20-year structural warranty, and the finish is guaranteed against fading, blistering, and peeling for 5 years. Cushions and fabrics are also backed by a 5-year warranty. With a selection of 10 elegant frame finishes and over 100 fabric options, including 16 sling fabrics, customers can easily customize each piece to seamlessly complement their individual style.",True,True,True,Aluminum,,,"Carbon Black, Copper Creek, Espresso, Graphite, Rosewood, Sable, Sand Dollar, Sandalwood, Shadow Grey, Velvet White",,"Abra Denim, Alvarez Indigo, Beckon Hemp, Beckon Shell, Belgian Linen Sand, Big Idea Indigo, Big Idea Steel, Capra Shadow, Chartres Cloud, Chartres Graphite, Chartres Truffle, Chinchilla Aluminum, Chinchilla White, Crete Stone, Envision Teak, Escher Greige, Esti Lagoon, Esti Marine, Esti Onyx, Falcon Sand, Falcon Spa, Falcon White, Flagship Stone, Harris Stone, Hayden Taupe, Juniper Mesa Indigo, Kindle Indigo, Kindle Silk, Kismet Moss, Lacework Stone, Ledger Heron, Ledger Indigo, Liberty Charcoal, Metz Dove, Mojave Twill Elk, Mojave Twill Turquoise, Muscle Beach Grey, Muscle Beach Tweed, Namibia Grey, Optimist Clay, Painterly View, Pashmina Flannel, Piazza Burlap, Piazza Cloud, Piazza Dove, Piazza Indigo, Piazza Mist, Piazza Vapor, Pique Ash, Pique Gravel, Pique Midnight, Posh Ash, Posh Graphite, Posh Oat, Posh Pebble, Posh Sapphire, Posh Shitake, Posh Snow, Precise Fawn, Precise Spring, Pyrenees White, Recess Smoke, Sahara Café, Sahara Denim, Santara Mist, Sterling Alpaca, Stitches Slate, Surpass Stone, Switch Ash, Switch Flax, Switch Silver, Tailored Smoke, Tailored Spa, Trax Burgundy, Trax Sequoia, Vacation Aqua, Vacation Blue, Vacation Mist, Veena Spa, Vista Dune, Vista Indigo, Zara Cinnamon, Zenith Sand"
