product_id,sku,name,slug,collection,collection_slug,category,dimensions,specs,short_description,description,seat_type,pricing_mode,price,msrp,quote_only,available_online,in_store_only,is_active,tags,materials,created_at,updated_at
3217,NC275LL,Bainbridge Sectional Left Arm Loveseat,bainbridge-left-arm-sectional-loveseat-nc,Bainbridge,bainbridge,Deep Seating,,,"The wicker is UV-protected, and features subtly muddled tones for a varied, natural look. This outdoor wicker sectional couch includes long lasting Sunbrella fabric cushions, with quick-ship options for fast","The wicker is UV-protected, and features subtly muddled tones for a varied, natural look. This outdoor wicker sectional couch includes long lasting Sunbrella fabric cushions, with quick-ship options for fast

<p>The wicker is UV-protected, and features subtly muddled tones for a varied, natural look. This outdoor wicker sectional couch includes long lasting Sunbrella fabric cushions, with quick-ship options for fast delivery!</p>

<ul>
  <li>Heavy duty rust proof powder coated aluminum frames</li>
  <li>6″ thick Outdoor cushions with Sunbrella fabrics included</li>
  <li>Ultra stain, water, UV, crack and split resistant</li>
  <li>Super comfortable suspension seating</li>
  <li>Mold, mildew and fade resistant</li>
  <li>Easy to maintain; Cleans with soap and water</li>
  <li>High-back seating for extra comfort</li>
  <li>Frame: 53 W x 32.5″ D x 33″ H</li>
  <li>Seat: 50″ W x 25″ D x 13″ H</li>
  <li>6″ Cushion thickness</li>
</ul>",,fixed,,,True,True,False,True,"['Bainbridge', 'Woven', 'Deep Seating & Lounge']","Aluminum, Wicker",2026-05-30 23:32:54.531007+00:00,2026-06-23 00:49:18.721089+00:00
3220,NC275SCM,Bainbridge Sectional Middle Chair,bainbridge-sectional-middle-chair-nc,Bainbridge,bainbridge,Deep Seating,,,"Blending both style and comfort, the Bainbridge Wicker Sectional Middle Chair will be your favorite chair, inside or outside! The wicker is UV-protected, and features subtly muddled tones for varied, natural look. Includes Sunbrella fabric cushions, with quick-ship options for fast delivery!","Blending both style and comfort, the Bainbridge Wicker Sectional Middle Chair will be your favorite chair, inside or outside! The wicker is UV-protected, and features subtly muddled tones for varied, natural look. Includes Sunbrella fabric cushions, with quick-ship options for fast delivery!

<p>Blending both style and comfort, the Bainbridge Wicker Sectional Middle Chair will be your favorite chair, inside or outside! The wicker is UV-protected, and features subtly muddled tones for varied, natural look. Includes Sunbrella fabric cushions, with quick-ship options for fast delivery!</p>

<ul>
  <li>Heavy duty rust proof powder coated aluminum frames</li>
  <li>6″ thick Outdoor cushions with Sunbrella fabrics included</li>
  <li>Ultra stain, water, UV, crack and split resistant</li>
  <li>Super comfortable suspension seating</li>
  <li>Mold, mildew and fade resistant</li>
  <li>Easy to maintain; Cleans with soap and water</li>
  <li>High-back seating for extra comfort</li>
</ul>",,fixed,,,True,True,False,True,"['Bainbridge', 'Woven', 'Deep Seating & Lounge']","Aluminum, Wicker",2026-05-30 23:32:55.138901+00:00,2026-06-23 00:49:18.721089+00:00
3219,NC275RL,Bainbridge Sectional Right Arm Loveseat,bainbridge-right-arm-sectional-loveseat-nc,Bainbridge,bainbridge,Deep Seating,,,"The wicker is UV-protected, and features subtly muddled tones for a varied, natural look. This outdoor wicker sectional couch includes long lasting Sunbrella fabric cushions, with quick-ship options for fast","The wicker is UV-protected, and features subtly muddled tones for a varied, natural look. This outdoor wicker sectional couch includes long lasting Sunbrella fabric cushions, with quick-ship options for fast

<p>The wicker is UV-protected, and features subtly muddled tones for a varied, natural look. This outdoor wicker sectional couch includes long lasting Sunbrella fabric cushions, with quick-ship options for fast delivery!</p>

<ul>
  <li>Heavy duty rust proof powder coated aluminum frames</li>
  <li>6″ thick Outdoor cushions with Sunbrella fabrics included</li>
  <li>Ultra stain, water, UV, crack and split resistant</li>
  <li>Super comfortable suspension seating</li>
  <li>Mold, mildew and fade resistant</li>
  <li>Easy to maintain; Cleans with soap and water</li>
  <li>High-back seating for extra comfort</li>
  <li>Frame: 53 W x 32.5″ D x 33″ H</li>
  <li>Seat: 50″ W x 25″ D x 13″ H</li>
  <li>6″ Cushion thickness</li>
</ul>",,fixed,,,True,True,False,True,"['Bainbridge', 'Woven', 'Deep Seating & Lounge']","Aluminum, Wicker",2026-05-30 23:32:54.961481+00:00,2026-06-23 00:49:18.721089+00:00
3213,NC2753S,Bainbridge Sofa,bainbridge-3-seat-sofa-nc,Bainbridge,bainbridge,Deep Seating,,,"The wicker has a half round design that creates a complex and luxurious look. The wicker is UV-protected, and features subtly muddled tones for varied, natural","The wicker has a half round design that creates a complex and luxurious look. The wicker is UV-protected, and features subtly muddled tones for varied, natural

<p>The wicker has a half round design that creates a complex and luxurious look. The wicker is UV-protected, and features subtly muddled tones for varied, natural look.</p>

<ul>
  <li>Heavy duty rust proof powder coated aluminum frames</li>
  <li>6″ thick Outdoor cushions with Sunbrella fabrics included</li>
  <li>Ultra stain, water, UV, crack and split resistant</li>
  <li>Super comfortable suspension seating</li>
  <li>Mold, mildew and fade resistant</li>
  <li>Easy to maintain; Cleans with soap and water</li>
  <li>High-back seating for extra comfort</li>
  <li>Cush270/271</li>
  <li>Frame: 81 W x 32.5″ D x 33″ H</li>
  <li>Seat: 75″ W x 25″ D x 13″ H</li>
  <li>6″ Cushion thickness</li>
</ul>",,fixed,,,True,True,False,True,"['Bainbridge', 'Woven', 'Deep Seating & Lounge']","Aluminum, Wicker",2026-05-30 23:32:53.709574+00:00,2026-06-23 00:49:18.721089+00:00
3319,NC275CT-SQ,Bainbridge Square Coffee Table,bainbridge-square-coffee-table-nc,Bainbridge,bainbridge,Coffee & Side Tables,,,"Wicker Square Coffee Table. The wicker is UV-protected, and features subtly muddled tones for a varied, natural","Wicker Square Coffee Table. The wicker is UV-protected, and features subtly muddled tones for a varied, natural

<p>Wicker Square Coffee Table. The wicker is UV-protected, and features subtly muddled tones for a varied, natural look.</p>

<ul>
  <li>Heavy duty rust proof powder coated aluminum frames</li>
  <li>Ultra stain, water, UV, crack and split resistant</li>
  <li>Mold, mildew and fade resistant</li>
  <li>Cleans with soap and water</li>
  <li>Glass Top included</li>
</ul>",,fixed,,,True,True,False,True,"['Bainbridge', 'Woven', 'Accent Tables']","Aluminum, Wicker",2026-05-30 23:33:30.037416+00:00,2026-06-23 00:49:18.721089+00:00
5545,NC275CT-SQ-GL,Bainbridge Square Coffee Table Glass Top,bainbridge-square-coffee-table-glass-top-nc275ct-sq-gl,Bainbridge,,Coffee & Side Tables,"32"" x 32""",,,,,fixed,,,True,False,False,True,"['Bainbridge', 'Wicker', 'Coffee & Side Tables']",Wicker,2026-06-23 00:49:18.721089+00:00,2026-06-23 00:49:18.721089+00:00
3320,NC275ET-SQ,Bainbridge Square End Table,bainbridge-square-end-table-nc,Bainbridge,bainbridge,Coffee & Side Tables,,,"Wicker Square End Table. The wicker is UV-protected, and features subtly muddled tones for a varied, natural","Wicker Square End Table. The wicker is UV-protected, and features subtly muddled tones for a varied, natural

<p>Wicker Square End Table. The wicker is UV-protected, and features subtly muddled tones for a varied, natural look.</p>

<ul>
  <li>Heavy duty rust proof powder coated aluminum frames</li>
  <li>Ultra stain, water, UV, crack and split resistant</li>
  <li>Mold, mildew and fade resistant</li>
  <li>Cleans with soap and water</li>
  <li>Glass Top included</li>
</ul>",,fixed,,,True,True,False,True,"['Bainbridge', 'Woven', 'Accent Tables']","Aluminum, Wicker",2026-05-30 23:33:30.195781+00:00,2026-06-23 00:49:18.721089+00:00
3351,NC275O-SQ,Bainbridge Square Ottoman,bainbridge-square-ottoman-nc,Bainbridge,bainbridge,Deep Seating,,,"The Bainbridge Wicker Square Ottoman is the perfect addition to your Bainbridge patio set as a footrest or extra seat. Put your feet up and relax. The wicker is UV-protected, and features subtly muddled tones for a varied, natural look. This square wicker ottoman includes a fade- and mildew-resistant Sunbrella® cushion.","The Bainbridge Wicker Square Ottoman is the perfect addition to your Bainbridge patio set as a footrest or extra seat. Put your feet up and relax. The wicker is UV-protected, and features subtly muddled tones for a varied, natural look. This square wicker ottoman includes a fade- and mildew-resistant Sunbrella® cushion.

<p>The Bainbridge Wicker Square Ottoman is the perfect addition to your Bainbridge patio set as a footrest or extra seat. Put your feet up and relax. The wicker is UV-protected, and features subtly muddled tones for a varied, natural look. This square wicker ottoman includes a fade- and mildew-resistant Sunbrella® cushion.</p>

<ul>
  <li>Heavy duty rust proof powder coated aluminum frames</li>
  <li>6″ thick Outdoor cushions with Sunbrella fabrics included</li>
  <li>Ultra stain, water, UV, crack and split resistant</li>
  <li>Mold, mildew and fade resistant</li>
  <li>Easy to maintain; Cleans with soap and water</li>
  <li>High-back seating for extra comfort</li>
  <li>Frame: 25″ D x 25″ W x 13″ H</li>
  <li>Seat: 25″ D x 25″ W x 13″ H</li>
  <li>6″ Cushion Thickness</li>
</ul>",,fixed,,,True,True,False,True,"['Bainbridge', 'Woven', 'Ottomans']","Aluminum, Wicker",2026-05-30 23:33:39.828157+00:00,2026-06-23 00:49:18.721089+00:00
3221,NC275SG,Bainbridge Swivel Glider Club Chair,bainbridge-swivel-glider-club-chair-nc,Bainbridge,bainbridge,Deep Seating,,,"Blending both style and comfort, the Bainbridge Wicker Swivel Glider Club Chair will be your favorite chair, inside or outside! The wicker is UV-protected, and features subtly muddled tones for varied, natural","Blending both style and comfort, the Bainbridge Wicker Swivel Glider Club Chair will be your favorite chair, inside or outside! The wicker is UV-protected, and features subtly muddled tones for varied, natural

<p>Blending both style and comfort, the Bainbridge Wicker Swivel Glider Club Chair will be your favorite chair, inside or outside! The wicker is UV-protected, and features subtly muddled tones for varied, natural look.</p>

<ul>
  <li>Heavy duty rust proof powder coated aluminum frames</li>
  <li>6″ thick Outdoor cushions with Sunbrella fabrics included</li>
  <li>Ultra stain, water, UV, crack and split resistant</li>
  <li>Super comfortable suspension seating</li>
  <li>Mold, mildew and fade resistant</li>
  <li>Easy to maintain; Cleans with soap and water</li>
  <li>High-back seating for extra comfort</li>
  <li>Frame: 31″ W x 32.5″ D x 33″ H</li>
  <li>Seat: 25″ W x 25″ D x 13″ H</li>
  <li>6″ Cushion thickness</li>
</ul>",,fixed,,,True,True,False,True,"['Bainbridge', 'Woven', 'Deep Seating & Lounge']","Aluminum, Wicker",2026-05-30 23:32:55.366173+00:00,2026-06-23 00:49:18.721089+00:00
5538,NC415HBSG-P,Universal High Back Swivel Glider Premium,universal-high-back-swivel-glider-premium-nc415hbsg-p,Bainbridge,,Deep Seating,"30"" x 33"" x 39"" H",,,,,fixed,,,True,False,False,True,"['Bainbridge', 'Wicker', 'Deep Seating']",Wicker,2026-06-23 00:49:18.721089+00:00,2026-06-23 00:49:18.721089+00:00
5539,NC415RX,Universal Recliner,universal-recliner-nc415rx,Bainbridge,,Deep Seating,"31"" x 33"" x 39"" H",,,,,fixed,,,True,False,False,True,"['Bainbridge', 'Wicker', 'Deep Seating']",Wicker,2026-06-23 00:49:18.721089+00:00,2026-06-23 00:49:18.721089+00:00
5540,NC415RX-P,Universal Recliner Premium Weave,universal-recliner-premium-weave-nc415rx-p,Bainbridge,,Deep Seating,"31"" x 33"" x 39"" H",,,,,fixed,,,True,False,False,True,"['Bainbridge', 'Wicker', 'Deep Seating']",Wicker,2026-06-23 00:49:18.721089+00:00,2026-06-23 00:49:18.721089+00:00
3367,NC2030-SACL-A,Balboa Single Adjustable Chaise with Arms,balboa-single-adjustable-chaise-with-arms-nc,Balboa,balboa,Chaise Lounges,,,This teak Patio Chaise Lounge is a naturally weather-resistant hardwood which may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown,"This teak Patio Chaise Lounge is a naturally weather-resistant hardwood which may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown

<p>This teak Patio Chaise Lounge is a naturally weather-resistant hardwood which may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.</p>

<ul>
  <li>You may choose to allow your teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for teak twice a year to preserve the natural wood/teak’s rustic finish</li>
  <li>Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.</li>
  <li>Plantation-grown teak is harvested from mature trees that are part of a replenished forestry program</li>
  <li>Base Material: Teak</li>
  <li>Top Color: Light Yellow</li>
  <li>Base Color: Light Yellow</li>
  <li>Assembly Required: Yes</li>
  <li>Top Material: Teak</li>
  <li>Top Material Details: Plantation-grown teak</li>
</ul>",,fixed,,,True,True,False,True,"['Universal Teak', 'Teak', 'Chaise Lounges']",Aluminum,2026-05-30 23:33:44.687878+00:00,2026-06-08 21:38:25.415000+00:00
3368,NC2030-SACL,Balboa Single Adjustable Chaise without Arms,balboa-single-adjustable-chaise-without-arms-nc,Balboa,balboa,Chaise Lounges,,,This teak Patio Chaise Lounge is a naturally weather-resistant hardwood which may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown,"This teak Patio Chaise Lounge is a naturally weather-resistant hardwood which may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown

<p>This teak Patio Chaise Lounge is a naturally weather-resistant hardwood which may be maintained to preserve the warm look as shown or allowed to weather naturally to a beautiful silvery gray patina. Plantation-grown teak.</p>

<ul>
  <li>You may choose to allow your teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for teak twice a year to preserve the natural wood/teak’s rustic finish</li>
  <li>Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.</li>
  <li>Plantation-grown teak is harvested from mature trees that are part of a replenished forestry program</li>
  <li>Base Material: Teak</li>
  <li>Top Color: Light Yellow</li>
  <li>Base Color: Light Yellow</li>
  <li>Assembly Required: Yes</li>
  <li>Top Material: Teak</li>
  <li>Top Material Details: Plantation-grown teak</li>
</ul>",,fixed,,,True,True,False,True,"['Universal Teak', 'Teak', 'Chaise Lounges']",Aluminum,2026-05-30 23:33:44.811529+00:00,2026-06-08 21:38:25.419000+00:00
3208,NC6510C,Biscayne Lounge Chair,6510-lounge-chair-nc,Biscayne 6510,6510,Deep Seating,,,"Lounge Chair With Cushions, with it, is light gray-colored wicker with a full round design, comfortably seats 1 adult. Each strand of this outdoor wicker is made from High-Density Polyethylene and comes with cushions that are covered in fade- and mildew- resistant fabric.","Lounge Chair With Cushions, with it, is light gray-colored wicker with a full round design, comfortably seats 1 adult. Each strand of this outdoor wicker is made from High-Density Polyethylene and comes with cushions that are covered in fade- and mildew- resistant fabric.

<p>Lounge Chair With Cushions, with it, is light gray-colored wicker with a full round design, comfortably seats 1 adult. Each strand of this outdoor wicker is made from High-Density Polyethylene and comes with cushions that are covered in fade- and mildew- resistant fabric.</p>

<ul>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning</li>
  <li>Assembly Required: Yes</li>
  <li>Seat Height Without Cushion 17”</li>
  <li>Seat Cushion Thickness 4.5”</li>
  <li>Seat Size: 22” x 23”, Deck ht: 12.5”</li>
</ul>",,fixed,,,True,True,False,True,"['6510', 'Woven', 'Deep Seating & Lounge']","Aluminum, Wicker",2026-05-30 23:32:48.553613+00:00,2026-06-23 00:49:18.721089+00:00
